,flag,locationNo1,locationNo2,lowPlate1,lowPlate2,plateNo1,plateNo2,predictTime1,predictTime2,remainSeatCnt1,remainSeatCnt2,routeId,staOrder,stationId
0,PASS,58,,1,0,경기77바2642,,58,,-1,-1,234000316,65,228001059
